405656,11.36,29.60,35.88,47.88,2.0,10.7,302.1
405706,11.51,29.45,37.23,48.84,1.5,9.6,301.6
405756,12.26,30.20,35.73,48.36,1.8,10.1,302.2
405806,13.01,29.75,37.23,49.40,1.9,9.9,303.9
405856,11.96,29.30,36.33,48.18,2.2,10.2,303.0
405906,12.26,29.45,36.03,48.12,2.0,10.6,303.4
405956,11.51,29.00,36.48,48.00,2.4,9.9,302.6
406006,11.51,30.95,37.52,49.98,1.5,9.4,300.2
406056,13.16,30.80,35.88,49.08,1.8,10.0,302.8
406106,11.36,30.35,37.67,49.69,1.9,10.0,301.3
406156,11.51,31.39,37.23,50.04,1.8,9.5,300.0
406207,11.81,29.75,38.27,49.89,1.8,10.3,302.8
406257,11.06,28.70,37.23,48.29,1.5,10.0,301.9
406307,12.56,29.75,36.03,48.38,1.7,10.0,303.0
406357,12.71,28.85,37.38,48.90,1.9,9.4,303.9
406407,10.76,29.00,35.43,47.04,1.6,9.9,300.7
406457,10.76,30.20,37.52,49.36,1.7,10.5,300.8
406507,10.76,29.00,36.48,47.83,1.4,9.6,300.7
406557,12.41,30.80,37.38,49.99,1.7,9.7,301.9
406607,12.41,29.30,38.12,49.66,1.5,10.2,303.8
406657,11.06,29.75,37.82,49.38,2.0,9.7,301.2
406707,11.51,29.75,37.52,49.25,1.9,9.5,301.5
406757,10.02,30.20,37.23,48.97,1.9,9.5,298.9
406807,11.66,29.30,36.93,48.56,1.7,9.8,302.2
406857,12.26,30.20,37.52,49.70,1.8,10.7,303.1
406907,12.56,30.20,37.52,49.78,1.8,9.7,302.7
406957,10.76,29.00,36.48,47.83,1.7,9.6,300.9
407007,11.81,29.45,37.23,48.91,1.8,10.9,303.3
407057,11.36,30.80,36.63,49.18,2.2,9.0,299.9
407107,10.02,29.00,37.82,48.70,1.8,10.8,301.2
407157,11.51,30.20,37.52,49.52,-0.1,9.0,299.6
407207,12.26,29.00,38.27,49.56,-0.7,8.9,301.4
407257,12.56,29.45,37.82,49.56,1.1,8.7,302.2
